movie_id,title,cast,crew
31932,City of Ghosts,"[{""cast_id"": 1, ""character"": ""Jimmy"", ""credit_id"": ""52fe44aa9251416c91018867"", ""gender"": 2, ""id"": 2876, ""name"": ""Matt Dillon"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Marvin"", ""credit_id"": ""52fe44aa9251416c9101886b"", ""gender"": 2, ""id"": 3085, ""name"": ""James Caan"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Sophie"", ""credit_id"": ""52fe44aa9251416c9101886f"", ""gender"": 1, ""id"": 11317, ""name"": ""Natascha McElhone"", ""order"": 2}, {""cast_id"": 4, ""character"": ""Emile"", ""credit_id"": ""52fe44aa9251416c91018873"", ""gender"": 2, ""id"": 16927, ""name"": ""G\u00e9rard Depardieu"", ""order"": 3}, {""cast_id"": 5, ""character"": ""Joseph Kaspar"", ""credit_id"": ""52fe44aa9251416c91018877"", ""gender"": 2, ""id"": 1640, ""name"": ""Stellan Skarsg\u00e5rd"", ""order"": 4}, {""cast_id"": 6, ""character"": ""Sabrina"", ""credit_id"": ""52fe44aa9251416c9101887b"", ""gender"": 1, ""id"": 9827, ""name"": ""Rose Byrne"", ""order"": 5}, {""cast_id"": 10, ""character"": ""Robbie"", ""credit_id"": ""57f4a7859251411c750023ed"", ""gender"": 0, ""id"": 586101, ""name"": ""Shawn Andrews"", ""order"": 6}, {""cast_id"": 11, ""character"": ""Larry Luckman"", ""credit_id"": ""57f4a7919251411c6f002260"", ""gender"": 2, ""id"": 90519, ""name"": ""Christopher Curry"", ""order"": 7}, {""cast_id"": 12, ""character"": ""Dr Bopha"", ""credit_id"": ""58ef896392514141f700e7ed"", ""gender"": 0, ""id"": 1795278, ""name"": ""Pok Panhavicyetr"", ""order"": 8}]","[{""credit_id"": ""52fe44aa9251416c91018887"", ""department"": ""Writing"", ""gender"": 2, ""id"": 2876, ""job"": ""Screenplay"", ""name"": ""Matt Dillon""}, {""credit_id"": ""52fe44aa9251416c91018881"", ""department"": ""Directing"", ""gender"": 2, ""id"": 2876, ""job"": ""Director"", ""name"": ""Matt Dillon""}, {""credit_id"": ""52fe44aa9251416c9101888d"", ""department"": ""Writing"", ""gender"": 2, ""id"": 6586, ""job"": ""Screenplay"", ""name"": ""Barry Gifford""}]"
1933,The Others,"[{""cast_id"": 8, ""character"": ""Grace Stewart"", ""credit_id"": ""52fe4323c3a36847f803d343"", ""gender"": 1, ""id"": 2227, ""name"": ""Nicole Kidman"", ""order"": 0}, {""cast_id"": 10, ""character"": ""Charles Stewart"", ""credit_id"": ""52fe4323c3a36847f803d347"", ""gender"": 2, ""id"": 2040, ""name"": ""Christopher Eccleston"", ""order"": 1}, {""cast_id"": 11, ""character"": ""Anne Stewart"", ""credit_id"": ""52fe4323c3a36847f803d34b"", ""gender"": 1, ""id"": 20051, ""name"": ""Alakina Mann"", ""order"": 2}, {""cast_id"": 12, ""character"": ""Nicholas Stewart"", ""credit_id"": ""52fe4323c3a36847f803d34f"", ""gender"": 2, ""id"": 20052, ""name"": ""James Bentley"", ""order"": 3}, {""cast_id"": 13, ""character"": ""Mr. Edmund Tuttle"", ""credit_id"": ""52fe4323c3a36847f803d353"", ""gender"": 2, ""id"": 20053, ""name"": ""Eric Sykes"", ""order"": 4}, {""cast_id"": 14, ""character"": ""Lydia"", ""credit_id"": ""52fe4323c3a36847f803d357"", ""gender"": 1, ""id"": 20054, ""name"": ""Elaine Cassidy"", ""order"": 5}, {""cast_id"": 15, ""character"": ""Old Lady"", ""credit_id"": ""52fe4323c3a36847f803d35b"", ""gender"": 0, ""id"": 20055, ""name"": ""Ren\u00e9e Asherson"", ""order"": 6}, {""cast_id"": 16, ""character"": ""Mr. Marlish"", ""credit_id"": ""52fe4323c3a36847f803d35f"", ""gender"": 2, ""id"": 20056, ""name"": ""Keith Allen"", ""order"": 7}, {""cast_id"": 17, ""character"": ""Mrs. Marlish"", ""credit_id"": ""52fe4323c3a36847f803d363"", ""gender"": 1, ""id"": 20057, ""name"": ""Michelle Fairley"", ""order"": 8}, {""cast_id"": 18, ""character"": ""Victor Marlish"", ""credit_id"": ""52fe4323c3a36847f803d367"", ""gender"": 2, ""id"": 20058, ""name"": ""Alexander Vince"", ""order"": 9}, {""cast_id"": 19, ""character"": ""Assistant"", ""credit_id"": ""52fe4323c3a36847f803d36b"", ""gender"": 2, ""id"": 20059, ""name"": ""Gordon Reid"", ""order"": 10}, {""cast_id"": 20, ""character"": ""Second Assistant"", ""credit_id"": ""52fe4323c3a36847f803d36f"", ""gender"": 0, ""id"": 20060, ""name"": ""Ricardo L\u00f3pez"", ""order"": 11}, {""cast_id"": 21, ""character"": ""Mrs. Bertha Mills"", ""credit_id"": ""52fe4323c3a36847f803d373"", ""gender"": 1, ""id"": 58068, ""name"": ""Fionnula Flanagan"", ""order"": 12}]","[{""credit_id"": ""52fe4323c3a36847f803d32d"", ""department"": ""Camera"", ""gender"": 2, ""id"": 403, ""job"": ""Director of Photography"", ""name"": ""Javier Aguirresarobe""}, {""credit_id"": ""52fe4323c3a36847f803d33f"", ""department"": ""Costume & Make-Up"", ""gender"": 1, ""id"": 3631, ""job"": ""Costume Design"", ""name"": ""Sonia Grande""}, {""credit_id"": ""535cc715c3a3683084003bfe"", ""department"": ""Production"", ""gender"": 1, ""id"": 474, ""job"": ""Casting"", ""name"": ""Jina Jay""}, {""credit_id"": ""52fe4323c3a36847f803d391"", ""department"": ""Production"", ""gender"": 2, ""id"": 500, ""job"": ""Executive Producer"", ""name"": ""Tom Cruise""}, {""credit_id"": ""52fe4323c3a36847f803d3a3"", ""department"": ""Production"", ""gender"": 2, ""id"": 1307, ""job"": ""Executive Producer"", ""name"": ""Bob Weinstein""}, {""credit_id"": ""52fe4323c3a36847f803d3a9"", ""department"": ""Production"", ""gender"": 2, ""id"": 59839, ""job"": ""Executive Producer"", ""name"": ""Harvey Weinstein""}, {""credit_id"": ""535cc6ffc3a36822730001b3"", ""department"": ""Production"", ""gender"": 1, ""id"": 2635, ""job"": ""Casting"", ""name"": ""Shaheen Baig""}, {""credit_id"": ""52fe4323c3a36847f803d339"", ""department"": ""Art"", ""gender"": 2, ""id"": 4710, ""job"": ""Production Design"", ""name"": ""Benjam\u00edn Fern\u00e1ndez""}, {""credit_id"": ""58678656c3a36810ee008198"", ""department"": ""Art"", ""gender"": 2, ""id"": 4710, ""job"": ""Art Direction"", ""name"": ""Benjam\u00edn Fern\u00e1ndez""}, {""credit_id"": ""586786bc9251413e4c008856"", ""department"": ""Art"", ""gender"": 2, ""id"": 4710, ""job"": ""Set Decoration"", ""name"": ""Benjam\u00edn Fern\u00e1ndez""}, {""credit_id"": ""52fe4323c3a36847f803d39d"", ""department"": ""Production"", ""gender"": 1, ""id"": 9183, ""job"": ""Executive Producer"", ""name"": ""Paula Wagner""}, {""credit_id"": ""586786989251413e3f0087eb"", ""department"": ""Art"", ""gender"": 0, ""id"": 12787, ""job"": ""Set Decoration"", ""name"": ""Elli Griff""}, {""credit_id"": ""52fe4323c3a36847f803d333"", ""department"": ""Editing"", ""gender"": 2, ""id"": 15604, ""job"": ""Editor"", ""name"": ""Nacho Ruiz Capillas""}, {""credit_id"": ""52fe4323c3a36847f803d37f"", ""department"": ""Production"", ""gender"": 2, ""id"": 16941, ""job"": ""Producer"", ""name"": ""Fernando Bovaira""}, {""credit_id"": ""52fe4323c3a36847f803d321"", ""department"": ""Directing"", ""gender"": 2, ""id"": 19840, ""job"": ""Director"", ""name"": ""Alejandro Amen\u00e1bar""}, {""credit_id"": ""52fe4323c3a36847f803d327"", ""department"": ""Sound"", ""gender"": 2, ""id"": 19840, ""job"": ""Original Music Composer"", ""name"": ""Alejandro Amen\u00e1bar""}, {""credit_id"": ""52fe4323c3a36847f803d379"", ""department"": ""Writing"", ""gender"": 2, ""id"": 19840, ""job"": ""Writer"", ""name"": ""Alejandro Amen\u00e1bar""}, {""credit_id"": ""52fe4323c3a36847f803d385"", ""department"": ""Production"", ""gender"": 2, ""id"": 19842, ""job"": ""Producer"", ""name"": ""Jos\u00e9 Luis Cuerda""}, {""credit_id"": ""55730ab7c3a3686b7d001678"", ""department"": ""Production"", ""gender"": 0, ""id"": 19904, ""job"": ""Line Producer"", ""name"": ""Emiliano Otegui""}, {""credit_id"": ""58678682c3a368110c0083a6"", ""department"": ""Art"", ""gender"": 0, ""id"": 19905, ""job"": ""Set Decoration"", ""name"": ""Emilio Ardura""}, {""credit_id"": ""52fe4323c3a36847f803d397"", ""department"": ""Production"", ""gender"": 2, ""id"": 34340, ""job"": ""Executive Producer"", ""name"": ""Rick Schwartz""}, {""credit_id"": ""55730a9f92514115ee001a91"", ""department"": ""Production"", ""gender"": 0, ""id"": 587947, ""job"": ""Associate Producer"", ""name"": ""Eduardo Chapero-Jackson""}, {""credit_id"": ""52fe4323c3a36847f803d38b"", ""department"": ""Production"", ""gender"": 0, ""id"": 947267, ""job"": ""Producer"", ""name"": ""Sunmin Park""}, {""credit_id"": ""55730aacc3a36838d300438d"", ""department"": ""Production"", ""gender"": 0, ""id"": 1061539, ""job"": ""Line Producer"", ""name"": ""Miguel \u00c1ngel Gonz\u00e1lez""}, {""credit_id"": ""571f88719251416f2300393e"", ""department"": ""Sound"", ""gender"": 1, ""id"": 1076744, ""job"": ""Sound Designer"", ""name"": ""Maite Rivera Carbonell""}, {""credit_id"": ""58678746c3a36810f300803c"", ""department"": ""Camera"", ""gender"": 0, ""id"": 1153655, ""job"": ""Camera Operator"", ""name"": ""Julio Madurga""}, {""credit_id"": ""58678b7a9251413e37008281"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1302685, ""job"": ""Translator"", ""name"": ""Walter Leonardi""}, {""credit_id"": ""586787bbc3a36810f30080b7"", ""department"": ""Costume & Make-Up"", ""gender"": 0, ""id"": 1334537, ""job"": ""Makeup Artist"", ""name"": ""Ana L\u00f3pez Puigcerver""}, {""credit_id"": ""58678b2d9251413e45008e1e"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1335072, ""job"": ""Visual Effects Coordinator"", ""name"": ""\u00darsula Garc\u00eda""}, {""credit_id"": ""58678b94c3a36810e80091b4"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1340117, ""job"": ""Dolby Consultant"", ""name"": ""James Seddon""}, {""credit_id"": ""586789e5c3a368110c0086ad"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1406838, ""job"": ""Stunt Coordinator"", ""name"": ""Miguel Pedregosa""}, {""credit_id"": ""586787a6c3a368110c0084b0"", ""department"": ""Costume & Make-Up"", ""gender"": 0, ""id"": 1409820, ""job"": ""Hairstylist"", ""name"": ""Bel\u00e9n L\u00f3pez-Puigcerver""}, {""credit_id"": ""554f1dedc3a3687b7d001185"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1409857, ""job"": ""Script Supervisor"", ""name"": ""Carmen Soriano""}, {""credit_id"": ""586787e9c3a3681109007f7a"", ""department"": ""Costume & Make-Up"", ""gender"": 0, ""id"": 1411075, ""job"": ""Wigmaker"", ""name"": ""Peter Owen""}, {""credit_id"": ""58678b4e9251413e3f008c5d"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1444920, ""job"": ""Visual Effects Supervisor"", ""name"": ""F\u00e9lix Berg\u00e9s""}, {""credit_id"": ""58678b07c3a36810f8009532"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1465992, ""job"": ""Digital Compositors"", ""name"": ""Eduardo D\u00edaz""}, {""credit_id"": ""58678bbdc3a36810f80095ff"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1492131, ""job"": ""Sound"", ""name"": ""Ricardo Steinberg""}, {""credit_id"": ""5867871dc3a36810ee00823c"", ""department"": ""Art"", ""gender"": 0, ""id"": 1577062, ""job"": ""Production Illustrator"", ""name"": ""Steve Ellis""}, {""credit_id"": ""58678aa09251413e49008b77"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1586208, ""job"": ""First Assistant Sound Editor"", ""name"": ""\u00c1lex F. Capilla""}, {""credit_id"": ""58678a30c3a36810ee008533"", ""department"": ""Editing"", ""gender"": 0, ""id"": 1617588, ""job"": ""Color Timer"", ""name"": ""Yolanda C\u00e1ceres""}, {""credit_id"": ""58678b639251413e3f008c72"", ""department"": ""Writing"", ""gender"": 0, ""id"": 1617596, ""job"": ""Storyboard"", ""name"": ""Natalia Montes""}, {""credit_id"": ""58678ae39251413e4c008c33"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1651235, ""job"": ""Sound Engineer"", ""name"": ""Geoff Foster""}, {""credit_id"": ""58678a5e9251413e49008b2b"", ""department"": ""Lighting"", ""gender"": 0, ""id"": 1677184, ""job"": ""Gaffer"", ""name"": ""Enrique Bello""}, {""credit_id"": ""586787869251413e4c008906"", ""department"": ""Camera"", ""gender"": 0, ""id"": 1694589, ""job"": ""Steadicam Operator"", ""name"": ""Arturo Aldegunde""}, {""credit_id"": ""58678738c3a36810ea008f60"", ""department"": ""Art"", ""gender"": 0, ""id"": 1730379, ""job"": ""Standby Painter"", ""name"": ""Salvador Comes""}, {""credit_id"": ""58678779c3a3681109007f0f"", ""department"": ""Camera"", ""gender"": 0, ""id"": 1730380, ""job"": ""Grip"", ""name"": ""Jos\u00e9 Luis Gonz\u00e1lez""}, {""credit_id"": ""58678799c3a36810f80091b2"", ""department"": ""Camera"", ""gender"": 0, ""id"": 1730381, ""job"": ""Still Photographer"", ""name"": ""Stanley B. Burns""}, {""credit_id"": ""586787d99251413e490088bc"", ""department"": ""Costume & Make-Up"", ""gender"": 0, ""id"": 1730382, ""job"": ""Seamstress"", ""name"": ""Claudia Adriazola""}, {""credit_id"": ""5867880a9251413e4c008973"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730383, ""job"": ""Carpenter"", ""name"": ""Antonio S\u00e1nchez-Romo""}, {""credit_id"": ""586788169251413e3f008939"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730384, ""job"": ""Craft Service"", ""name"": ""Laura Mu\u00f1oz-Rojas""}, {""credit_id"": ""586789879251413e45008c97"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730388, ""job"": ""Loader"", ""name"": ""Juan de Andr\u00e9s""}, {""credit_id"": ""586789959251413e41008d5a"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730389, ""job"": ""Post Production Assistant"", ""name"": ""Maite Berm\u00fadez""}, {""credit_id"": ""586789a4c3a3681104008c3f"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730390, ""job"": ""Public Relations"", ""name"": ""Carlos Del Hoyo""}, {""credit_id"": ""586789b0c3a36810f3008271"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730391, ""job"": ""Scenic Artist"", ""name"": ""Juli\u00e1n Mart\u00edn""}, {""credit_id"": ""586789bdc3a3681104008c5f"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730392, ""job"": ""Security"", ""name"": ""Luis P\u00e9rez D\u00e1vila""}, {""credit_id"": ""586789d4c3a36810ea009228"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730393, ""job"": ""Stand In"", ""name"": ""Irene Ballesteros""}, {""credit_id"": ""586789fc9251413e49008acb"", ""department"": ""Crew"", ""gender"": 0, ""id"": 1730394, ""job"": ""Stunts"", ""name"": ""Sonia Gonzalo""}, {""credit_id"": ""58678a16c3a36810ea009267"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1730395, ""job"": ""Assistant Director"", ""name"": ""Javier Chinchilla""}, {""credit_id"": ""58678a51c3a36810f8009475"", ""department"": ""Lighting"", ""gender"": 0, ""id"": 1730396, ""job"": ""Electrician"", ""name"": ""Carlos Garc\u00eda""}, {""credit_id"": ""58678a78c3a36810f80094a1"", ""department"": ""Production"", ""gender"": 0, ""id"": 1730397, ""job"": ""Production Accountant"", ""name"": ""Brian Gibbs""}, {""credit_id"": ""58678a889251413e4c008be9"", ""department"": ""Production"", ""gender"": 0, ""id"": 1730398, ""job"": ""Production Coordinator"", ""name"": ""Trilby Norton""}, {""credit_id"": ""58678a95c3a368110c008761"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1730399, ""job"": ""Boom Operator"", ""name"": ""Sergio B\u00fcrmann""}, {""credit_id"": ""58678ab69251413e41008e53"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1730400, ""job"": ""Foley"", ""name"": ""Guillaume Delamare""}, {""credit_id"": ""58678ac59251413e3c008aef"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1730401, ""job"": ""Sound Designer"", ""name"": ""Isabel D\u00edaz Cassou""}, {""credit_id"": ""58678afa9251413e41008e9b"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1730402, ""job"": ""3D Supervisor"", ""name"": ""Carmen D\u00edaz""}, {""credit_id"": ""58678b1d9251413e3c008b5d"", ""department"": ""Visual Effects"", ""gender"": 0, ""id"": 1730403, ""job"": ""Special Effects Supervisor"", ""name"": ""Derek Langley""}, {""credit_id"": ""58678bd49251413e3a008eb6"", ""department"": ""Production"", ""gender"": 0, ""id"": 1730404, ""job"": ""Unit Manager"", ""name"": ""Jos\u00e9 Antonio Garc\u00eda Tapia""}]"
